"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015711","GO:0015711","organic anion transport","17/182","353/28814",1.1817711062346e-10,3.37513827940602e-07,2.58870070744653e-07,"Car4/Slc16a1/Slc7a5/Slc38a5/Slc22a8/Slc38a3/Slc7a1/Slc39a8/Slc16a9/Slc3a2/Slc1a1/Slc16a4/Slco1a4/Slco2b1/Abcg2/Myo6/Slc52a2",17
"GO:0006820","GO:0006820","anion transport","19/182","498/28814",4.71476049180776e-10,6.73267798230148e-07,5.16390346497471e-07,"Car4/Slc16a1/Slc7a5/Slc38a5/Slc22a8/Slc38a3/Slc7a1/Ttyh2/Slc39a8/Abcb1a/Slc16a9/Slc3a2/Slc1a1/Slc16a4/Slco1a4/Slco2b1/Abcg2/Myo6/Slc52a2",19
"GO:0009991","GO:0009991","response to extracellular stimulus","17/182","406/28814",1.00524274745664e-09,9.56991095578723e-07,7.34003564020095e-07,"Slc16a1/Slc38a3/Rnase4/Gatm/Tfrc/Itga6/Cdkn2b/Pomc/Alad/Ncoa1/Rbp1/Rasal2/Cfh/Sipa1/Jun/Mfsd2a/Wipi1",17
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","16/182","431/28814",1.73843416377113e-08,1.0944297806044e-05,8.39417799438951e-06,"Net1/Nrp1/Tiam1/Rgl1/Rhob/Stard8/Sipa1/Mcf2l/Dock9/Tnfaip1/Jun/Spry1/Rhobtb1/Arf6/Arap3/Arhgap31",16
"GO:0015849","GO:0015849","organic acid transport","14/182","321/28814",1.91601852346709e-08,1.0944297806044e-05,8.39417799438951e-06,"Slc16a1/Slc7a5/Slc38a5/Slc38a3/Slc7a1/Abcb1a/Slc3a2/Slc1a1/Slco1a4/Slco2b1/Rbp1/Abcg2/Myo6/Mfsd2a",14
"GO:0046916","GO:0046916","cellular transition metal ion homeostasis","9/182","111/28814",3.81279198706135e-08,1.78125336289218e-05,1.3662053104005e-05,"Slc40a1/Mt1/Tfrc/Mt2/Slc39a8/Slc31a1/Slc1a1/Slc39a10/Hif1a",9
"GO:0046942","GO:0046942","carboxylic acid transport","13/182","289/28814",4.3658170659122e-08,1.78125336289218e-05,1.3662053104005e-05,"Slc16a1/Slc7a5/Slc38a5/Slc38a3/Slc7a1/Slc16a9/Slc3a2/Slc1a1/Slc16a4/Slco1a4/Slco2b1/Abcg2/Myo6",13
"GO:0009636","GO:0009636","response to toxic substance","9/182","122/28814",8.67181371638291e-08,3.0958374967487e-05,2.37447951892011e-05,"Slc22a8/Mt1/Mt2/Abcb1a/Ddc/Abcg2/Hif1a/Aldh2/Gch1",9
"GO:0031667","GO:0031667","response to nutrient levels","14/182","373/28814",1.22852906795688e-07,3.89853224231648e-05,2.99013917007983e-05,"Slc16a1/Slc38a3/Rnase4/Gatm/Cdkn2b/Pomc/Alad/Ncoa1/Rbp1/Rasal2/Cfh/Jun/Mfsd2a/Wipi1",14
"GO:0001667","GO:0001667","ameboidal-type cell migration","15/182","452/28814",2.10431335569379e-07,6.00991894386146e-05,4.6095537823145e-05,"Nrp1/Kdr/Fn1/Scarb1/Srgap2/Rhob/Pxn/Hif1a/Sema3c/Card10/Jun/Sash1/Smurf2/Arf6/Flt4",15
