"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001667","GO:0001667","ameboidal-type cell migration","16/181","452/28814",3.11090952654312e-08,8.84989553259302e-05,6.53570400264306e-05,"Kitl/Kdr/Foxp1/Sema3c/Scarb1/Nrp1/Cxcl12/Glul/Edn3/Ets1/Notch1/Tbx1/Apoe/Jun/Sp100/Sox17",16
"GO:0015711","GO:0015711","organic anion transport","14/181","353/28814",5.82997070658302e-08,8.84989553259302e-05,6.53570400264306e-05,"Car4/Slc22a8/Slc16a1/Slc38a3/Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc16a4/Slc7a1/Slc16a9/Slco1a4/Slc25a5/Abcg2",14
"GO:0006820","GO:0006820","anion transport","16/181","498/28814",1.17129798680947e-07,0.000118535356265118,8.75391126983919e-05,"Car4/Slc22a8/Slc16a1/Slc38a3/Slc3a2/Slc38a5/Slc7a5/Ttyh2/Slc1a1/Slc16a4/Slc7a1/Slc16a9/Slco1a4/Abcb1a/Slc25a5/Abcg2",16
"GO:0007015","GO:0007015","actin filament organization","15/181","458/28814",2.31756564599176e-07,0.000175903232530775,0.000129905653314801,"Tmsb10/Hmcn1/Kank3/Hip1/Nrp1/Rhobtb1/Capzb/Capg/Add3/F11r/Pak2/Arpc2/Cdc42ep3/Myo1b/Esam",15
"GO:0010639","GO:0010639","negative regulation of organelle organization","13/181","373/28814",7.60677074282678e-07,0.000412331760666993,0.000304509621461998,"Tmsb10/Kank3/Tfrc/Bok/Ier3/Capzb/Capg/Tbc1d4/Add3/F11r/Pak2/Arpc2/Slc25a5",13
"GO:0010720","GO:0010720","positive regulation of cell development","13/181","378/28814",8.82699170259325e-07,0.000412331760666993,0.000304509621461998,"Kdr/Lrp8/Nrp1/Cxcl12/Lims1/Lims2/F11r/Abcb1a/Net1/Notch1/Arpc2/Vim/Apoe",13
"GO:0015849","GO:0015849","organic acid transport","12/181","321/28814",9.8838234671058e-07,0.000412331760666993,0.000304509621461998,"Slc16a1/Slc38a3/Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc7a1/Slco1a4/Abcb1a/Mfsd2a/Apoe/Abcg2",12
"GO:0009636","GO:0009636","response to toxic substance","8/181","122/28814",1.08651320333859e-06,0.000412331760666993,0.000304509621461998,"Slc22a8/Mt1/Aldh2/Ddc/Prdx1/Abcb1a/Mt2/Abcg2",8
"GO:0110053","GO:0110053","regulation of actin filament organization","11/181","276/28814",1.52274848390719e-06,0.000467019353147402,0.000344896755496833,"Tmsb10/Kank3/Nrp1/Capzb/Capg/Add3/F11r/Pak2/Arpc2/Cdc42ep3/Esam",11
"GO:0098754","GO:0098754","detoxification","6/181","57/28814",1.57284548570855e-06,0.000467019353147402,0.000344896755496833,"Mt1/Aldh2/Prdx1/Abcb1a/Mt2/Abcg2",6
"GO:0022604","GO:0022604","regulation of cell morphogenesis","12/181","338/28814",1.69209910560653e-06,0.000467019353147402,0.000344896755496833,"Kdr/Lrp8/Nrp1/Rhobtb1/Capzb/Lims1/Lims2/F11r/Net1/Mfsd2a/Arpc2/Cdc42ep3",12
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","9/181","178/28814",2.02103165802858e-06,0.000489394986657705,0.000361421302815655,"Tmsb10/Kank3/Capzb/Capg/Add3/F11r/Pak2/Arpc2/Apoe",9
