"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015711","GO:0015711","organic anion transport","10/45","353/28814",1.46239195104264e-10,1.20047688507569e-07,8.55952933639763e-08,"Car4/Slc22a8/Slc16a1/Slc38a3/Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc16a4/Slc7a1",10
"GO:0006820","GO:0006820","anion transport","11/45","498/28814",2.20069089839722e-10,1.20047688507569e-07,8.55952933639763e-08,"Car4/Slc22a8/Slc16a1/Slc38a3/Slc3a2/Slc38a5/Slc7a5/Ttyh2/Slc1a1/Slc16a4/Slc7a1",11
"GO:0015807","GO:0015807","L-amino acid transport","6/45","62/28814",5.90587614359629e-10,2.14777029088785e-07,1.5313833228483e-07,"Slc38a3/Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc7a1",6
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport","7/45","138/28814",1.93284677596708e-09,4.4359911816494e-07,3.16290943435661e-07,"Slc16a1/Slc38a3/Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc7a1",7
"GO:1903825","GO:1903825","organic acid transmembrane transport","7/45","139/28814",2.0329932088219e-09,4.4359911816494e-07,3.16290943435661e-07,"Slc16a1/Slc38a3/Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc7a1",7
"GO:0003333","GO:0003333","amino acid transmembrane transport","6/45","96/28814",8.56130387067464e-09,1.50443374849751e-06,1.0726774471896e-06,"Slc38a3/Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc7a1",6
"GO:0015804","GO:0015804","neutral amino acid transport","5/45","46/28814",9.65264549906744e-09,1.50443374849751e-06,1.0726774471896e-06,"Slc38a3/Slc3a2/Slc38a5/Slc7a5/Slc1a1",5
"GO:0046942","GO:0046942","carboxylic acid transport","8/45","289/28814",1.45260085129216e-08,1.98098441094968e-06,1.41246319619066e-06,"Slc16a1/Slc38a3/Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc16a4/Slc7a1",8
"GO:1902475","GO:1902475","L-alpha-amino acid transmembrane transport","5/45","59/28814",3.47276991629339e-08,4.20976886519565e-06,3.00161048905358e-06,"Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc7a1",5
"GO:0006865","GO:0006865","amino acid transport","6/45","160/28814",1.81694234542486e-07,1.98228409885853e-05,1.41338988765155e-05,"Slc38a3/Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc7a1",6
"GO:0015849","GO:0015849","organic acid transport","7/45","321/28814",6.2964309336542e-07,6.24491468056067e-05,4.45269134925402e-05,"Slc16a1/Slc38a3/Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc7a1",7
"GO:0098656","GO:0098656","anion transmembrane transport","6/45","202/28814",7.14783057602305e-07,6.49856929870096e-05,4.63354982077284e-05,"Slc16a1/Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc7a1",6
"GO:0089718","GO:0089718","amino acid import across plasma membrane","4/45","49/28814",1.04444989721976e-06,8.76534490666737e-05,6.24978521494253e-05,"Slc3a2/Slc7a5/Slc1a1/Slc7a1",4
"GO:0032328","GO:0032328","alanine transport","3/45","14/28814",1.28010268480759e-06,9.97565735089347e-05,7.11275100806626e-05,"Slc38a3/Slc3a2/Slc38a5",3
"GO:0043090","GO:0043090","amino acid import","4/45","56/28814",1.79620145631826e-06,0.000130643719256215,9.31503772785398e-05,"Slc3a2/Slc7a5/Slc1a1/Slc7a1",4
"GO:0009991","GO:0009991","response to extracellular stimulus","7/45","406/28814",2.99538805803719e-06,0.000204248023207411,0.000145631037821677,"Slc16a1/Rnase4/Alpl/Slc38a3/Gatm/Ldha/Tfrc",7
"GO:0046916","GO:0046916","cellular transition metal ion homeostasis","4/45","111/28814",2.75126410889847e-05,0.0017656642016519,0.00125893757057335,"Mt1/Slc1a1/Slc40a1/Tfrc",4
"GO:0055076","GO:0055076","transition metal ion homeostasis","4/45","138/28814",6.44336307358341e-05,0.00390539395182194,0.00278458790139072,"Mt1/Slc1a1/Slc40a1/Tfrc",4
"GO:0010038","GO:0010038","response to metal ion","5/45","295/28814",9.49983211634155e-05,0.00545490359943612,0.00388940494957142,"Gatm/Mt1/Slc1a1/Slc40a1/Tfrc",5
"GO:0015802","GO:0015802","basic amino acid transport","2/45","10/28814",0.000106470260134988,0.00580795269036361,0.00414113274946086,"Slc38a3/Slc7a1",2
"GO:0071248","GO:0071248","cellular response to metal ion","4/45","169/28814",0.000141048928665716,0.00732782767496648,0.00522481996410847,"Mt1/Slc1a1/Slc40a1/Tfrc",4
"GO:0046689","GO:0046689","response to mercury ion","2/45","12/28814",0.000155846058944836,0.00739252392647027,0.00527094908742489,"Gatm/Slc1a1",2
"GO:0071281","GO:0071281","cellular response to iron ion","2/45","12/28814",0.000155846058944836,0.00739252392647027,0.00527094908742489,"Slc40a1/Tfrc",2
"GO:0007584","GO:0007584","response to nutrient","3/45","68/28814",0.000166153363632563,0.00755305498846359,0.0053854094615993,"Slc16a1/Alpl/Gatm",3
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","4/45","190/28814",0.000220908000379918,0.00945718189152846,0.0067430724278446,"Kdr/Mt1/Slc1a1/Bok",4
"GO:0098739","GO:0098739","import across plasma membrane","4/45","191/28814",0.000225377386965848,0.00945718189152846,0.0067430724278446,"Slc3a2/Slc7a5/Slc1a1/Slc7a1",4
