"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006820","GO:0006820","anion transport","12/46","498/28814",1.42236593312714e-11,1.75519956147889e-08,1.04805910862e-08,"Car4/Slc16a1/Slc7a5/Slc38a5/Slc22a8/Slc38a3/Slc7a1/Ttyh2/Slc39a8/Abcb1a/Slc16a9/Slc3a2",12
"GO:0015711","GO:0015711","organic anion transport","10/46","353/28814",1.84842718157436e-10,1.14047957103138e-07,6.80999487948449e-08,"Car4/Slc16a1/Slc7a5/Slc38a5/Slc22a8/Slc38a3/Slc7a1/Slc39a8/Slc16a9/Slc3a2",10
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport","7/46","138/28814",2.27070820473779e-09,7.3678674467819e-07,4.39947727778498e-07,"Slc16a1/Slc7a5/Slc38a5/Slc38a3/Slc7a1/Abcb1a/Slc3a2",7
"GO:1903825","GO:1903825","organic acid transmembrane transport","7/46","139/28814",2.38828766508328e-09,7.3678674467819e-07,4.39947727778498e-07,"Slc16a1/Slc7a5/Slc38a5/Slc38a3/Slc7a1/Abcb1a/Slc3a2",7
"GO:0046916","GO:0046916","cellular transition metal ion homeostasis","6/46","111/28814",2.35577334543572e-08,5.81404861653536e-06,3.47166598274738e-06,"Slc40a1/Mt1/Tfrc/Mt2/Slc39a8/Slc31a1",6
"GO:0098656","GO:0098656","anion transmembrane transport","7/46","202/28814",3.18396980333976e-08,6.54836456220211e-06,3.91013835497865e-06,"Slc16a1/Slc7a5/Slc38a5/Slc7a1/Slc39a8/Abcb1a/Slc3a2",7
"GO:0015807","GO:0015807","L-amino acid transport","5/46","62/28814",5.01040674670765e-08,8.8326313220532e-06,5.27411236495542e-06,"Slc7a5/Slc38a5/Slc38a3/Slc7a1/Slc3a2",5
"GO:0055076","GO:0055076","transition metal ion homeostasis","6/46","138/28814",8.6563423326422e-08,1.33524080481006e-05,7.97294688532834e-06,"Slc40a1/Mt1/Tfrc/Mt2/Slc39a8/Slc31a1",6
"GO:0071248","GO:0071248","cellular response to metal ion","6/46","169/28814",2.87216665614631e-07,3.93805961520506e-05,2.35148147286833e-05,"Slc40a1/Mt1/Tfrc/Mt2/Fn1/Jund",6
"GO:0046942","GO:0046942","carboxylic acid transport","7/46","289/28814",3.63690498711661e-07,4.4879407541019e-05,2.67982472734908e-05,"Slc16a1/Slc7a5/Slc38a5/Slc38a3/Slc7a1/Slc16a9/Slc3a2",7
"GO:0010038","GO:0010038","response to metal ion","7/46","295/28814",4.1759390067059e-07,4.674455769024e-05,2.79119597229105e-05,"Slc40a1/Mt1/Gatm/Tfrc/Mt2/Fn1/Jund",7
"GO:0003333","GO:0003333","amino acid transmembrane transport","5/46","96/28814",4.54566201201685e-07,4.674455769024e-05,2.79119597229105e-05,"Slc7a5/Slc38a5/Slc38a3/Slc7a1/Slc3a2",5
"GO:0015849","GO:0015849","organic acid transport","7/46","321/28814",7.35607041756004e-07,6.81030217289377e-05,4.06654569736897e-05,"Slc16a1/Slc7a5/Slc38a5/Slc38a3/Slc7a1/Abcb1a/Slc3a2",7
"GO:0000041","GO:0000041","transition metal ion transport","5/46","109/28814",8.55531852782654e-07,6.81030217289377e-05,4.06654569736897e-05,"Slc40a1/Tfrc/Slc39a8/Myo1b/Slc31a1",5
"GO:0045785","GO:0045785","positive regulation of cell adhesion","8/46","482/28814",8.64361874252248e-07,6.81030217289377e-05,4.06654569736897e-05,"Net1/Slc7a1/Nrp1/Kdr/Tfrc/Itga6/Zmiz1/Fn1",8
"GO:0015804","GO:0015804","neutral amino acid transport","4/46","46/28814",8.8302135142869e-07,6.81030217289377e-05,4.06654569736897e-05,"Slc7a5/Slc38a5/Slc38a3/Slc3a2",4
"GO:0032328","GO:0032328","alanine transport","3/46","14/28814",1.36901990266207e-06,9.93747388167641e-05,5.9338323954393e-05,"Slc38a5/Slc38a3/Slc3a2",3
"GO:0071241","GO:0071241","cellular response to inorganic substance","6/46","239/28814",2.17041822953641e-06,0.000148794227513774,8.88475298640636e-05,"Slc40a1/Mt1/Tfrc/Mt2/Fn1/Jund",6
"GO:0006826","GO:0006826","iron ion transport","4/46","59/28814",2.42571981848538e-06,0.000149666912800548,8.93686248915668e-05,"Slc40a1/Tfrc/Slc39a8/Myo1b",4
"GO:1902475","GO:1902475","L-alpha-amino acid transmembrane transport","4/46","59/28814",2.42571981848538e-06,0.000149666912800548,8.93686248915668e-05,"Slc7a5/Slc38a5/Slc7a1/Slc3a2",4
"GO:0008347","GO:0008347","glial cell migration","4/46","64/28814",3.36673347702614e-06,0.000195784413104533,0.00011690615812776,"Apcdd1/Lrp8/Zmiz1/Fn1",4
"GO:0009991","GO:0009991","response to extracellular stimulus","7/46","406/28814",3.49048386410026e-06,0.000195784413104533,0.00011690615812776,"Slc16a1/Slc38a3/Rnase4/Gatm/Tfrc/Itga6/Cdkn2b",7
"GO:0006865","GO:0006865","amino acid transport","5/46","160/28814",5.65507655862984e-06,0.000303407151015183,0.000181169500734137,"Slc7a5/Slc38a5/Slc38a3/Slc7a1/Slc3a2",5
"GO:0006882","GO:0006882","cellular zinc ion homeostasis","3/46","28/28814",1.21296484684116e-05,0.000623666092084165,0.00037240148806527,"Mt1/Mt2/Slc39a8",3
"GO:0098739","GO:0098739","import across plasma membrane","5/46","191/28814",1.33513744765679e-05,0.000641399837595473,0.000382990605064259,"Slc7a5/Slc7a1/Slc39a8/Slc31a1/Slc3a2",5
"GO:0055069","GO:0055069","zinc ion homeostasis","3/46","29/28814",1.35140970644103e-05,0.000641399837595473,0.000382990605064259,"Mt1/Mt2/Slc39a8",3
"GO:0042063","GO:0042063","gliogenesis","6/46","350/28814",1.91356020208402e-05,0.000874567884952472,0.000522219158463474,"Apcdd1/Lrp8/Cdkn2b/Tmem98/Zmiz1/Fn1",6
"GO:0031589","GO:0031589","cell-substrate adhesion","6/46","373/28814",2.73485140932419e-05,0.00120528808539502,0.000719697739295839,"Net1/Nrp1/Kdr/Itga6/Vwf/Fn1",6
"GO:0010720","GO:0010720","positive regulation of cell development","6/46","378/28814",2.94628701812155e-05,0.00125369592426276,0.000748602872117999,"Net1/Nrp1/Kdr/Lrp8/Abcb1a/Fn1",6
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","5/46","237/28814",3.75748839084197e-05,0.00154558022476633,0.000922891885469959,"Slc38a3/Rnase4/Tfrc/Itga6/Cdkn2b",5
"GO:0098657","GO:0098657","import into cell","5/46","240/28814",3.98933043217516e-05,0.00158801088816263,0.000948227946527204,"Slc7a5/Slc7a1/Slc39a8/Slc31a1/Slc3a2",5
"GO:0009636","GO:0009636","response to toxic substance","4/46","122/28814",4.35010126420007e-05,0.00167750780000715,0.0010016680542566,"Slc22a8/Mt1/Mt2/Abcb1a",4
"GO:0089718","GO:0089718","amino acid import across plasma membrane","3/46","49/28814",6.66332027101094e-05,0.00249167794376591,0.00148782270804072,"Slc7a5/Slc7a1/Slc3a2",3
